DR_NO	Date Rptd	DATE OCC	TIME OCC	AREA	AREA NAME	Rpt Dist No	Part 1-2	Crm Cd	Vict Age	Vict Sex	Vict Descent	LAT	LON
190326475	03/01/2020 12:00:00 AM	03/01/2020 12:00:00 AM	2130	7	Wilshire	784	1	510	0	M	O	34.0375	-118.3506
200106753	02/09/2020 12:00:00 AM	02/08/2020 12:00:00 AM	1800	1	Central	182	1	330	47	M	O	34.0444	-118.2628
200320258	11/11/2020 12:00:00 AM	11/04/2020 12:00:00 AM	1700	3	Southwest	356	1	480	19	Others	X	34.021	-118.3002
200907217	05/10/2023 12:00:00 AM	03/10/2020 12:00:00 AM	2037	9	Van Nuys	964	1	343	19	M	O	34.1576	-118.4387
220614831	08/18/2022 12:00:00 AM	08/17/2020 12:00:00 AM	1200	6	Hollywood	666	2	354	28	M	H	34.0944	-118.3277
231808869	04/04/2023 12:00:00 AM	12/01/2020 12:00:00 AM	2300	18	Southeast	1826	2	354	41	M	H	33.9467	-118.2463
230110144	04/04/2023 12:00:00 AM	07/03/2020 12:00:00 AM	900	1	Central	182	2	354	25	M	H	34.0415	-118.262
220314085	07/22/2022 12:00:00 AM	05/12/2020 12:00:00 AM	1110	3	Southwest	303	2	354	27	F	B	34.0335	-118.3537
231309864	04/28/2023 12:00:00 AM	12/09/2020 12:00:00 AM	1400	13	Newton	1375	2	354	24	F	B	33.9911	-118.2521
211904005	12/31/2020 12:00:00 AM	12/31/2020 12:00:00 AM	1220	19	Mission	1974	2	624	26	M	H	34.2336	-118.4535
221804943	01/21/2022 12:00:00 AM	07/01/2020 12:00:00 AM	1335	18	Southeast	1822	2	354	26	M	B	33.9492	-118.2739
221908151	04/12/2022 12:00:00 AM	10/01/2020 12:00:00 AM	1	19	Mission	1988	1	821	8	F	H	34.2285	-118.4258
230204214	01/05/2023 12:00:00 AM	02/01/2020 12:00:00 AM	800	2	Rampart	201	2	812	7	F	W	34.0868	-118.2991
221008844	05/06/2022 12:00:00 AM	11/01/2020 12:00:00 AM	130	10	West Valley	1029	1	510	0			34.1939	-118.4859
230207571	03/16/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1500	2	Rampart	271	2	810	13	F	H	34.0539	-118.2799
230312288	06/01/2023 12:00:00 AM	02/02/2020 12:00:00 AM	315	3	Southwest	391	2	354	56	M	B	34.0103	-118.3456
231805781	02/03/2023 12:00:00 AM	07/01/2020 12:00:00 AM	805	18	Southeast	1802	2	354	22	F	B	33.9551	-118.2814
231322474	12/24/2023 12:00:00 AM	01/09/2020 12:00:00 AM	1200	13	Newton	1354	2	354	23	M	B	34.0112	-118.2716
210705560	11/27/2020 12:00:00 AM	11/27/2020 12:00:00 AM	1800	7	Wilshire	776	1	230	31	F	O	34.0452	-118.3351
221016258	09/20/2022 12:00:00 AM	01/01/2020 12:00:00 AM	1	10	West Valley	1067	2	956	30	F	O	34.166	-118.5033
220705246	02/03/2022 12:00:00 AM	02/11/2020 12:00:00 AM	1200	7	Wilshire	747	1	341	57	F	B	34.0608	-118.3359
230808643	04/25/2023 12:00:00 AM	01/01/2020 12:00:00 AM	800	8	West LA	801	1	341	56	F	W	34.0677	-118.552
231907172	03/21/2023 12:00:00 AM	03/15/2020 12:00:00 AM	1200	19	Mission	1983	2	812	12	F	H	34.2246	-118.4654
232011098	06/04/2023 12:00:00 AM	07/01/2020 12:00:00 AM	1200	20	Olympic	2088	2	812	7	F	H	34.0433	-118.2892
200412582	09/09/2020 12:00:00 AM	09/09/2020 12:00:00 AM	630	4	Hollenbeck	413	1	510	0			34.082	-118.213
232112438	08/03/2023 12:00:00 AM	07/01/2020 12:00:00 AM	1200	21	Topanga	2157	2	354	46	M	B	34.1938	-118.5906
221105176	02/02/2022 12:00:00 AM	02/09/2020 12:00:00 AM	1200	11	Northeast	1132	2	930	30	F	W	34.1084	-118.2639
222106031	02/23/2022 12:00:00 AM	08/14/2020 12:00:00 AM	1300	21	Topanga	2113	2	668	0			34.2105	-118.6157
211209197	03/20/2021 12:00:00 AM	07/01/2020 12:00:00 AM	1425	12	77th Street	1243	2	354	51	M	B	33.9785	-118.3068
220808837	04/28/2022 12:00:00 AM	03/30/2020 12:00:00 AM	1630	8	West LA	842	2	624	24	F	O	34.0474	-118.4635
231207725	02/27/2023 12:00:00 AM	01/27/2020 12:00:00 AM	635	12	77th Street	1242	2	354	37	M	H	33.9837	-118.3216
231205231	01/17/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1535	12	77th Street	1268	2	354	27	M	H	33.961	-118.2739
231108757	05/09/2023 12:00:00 AM	05/08/2020 12:00:00 AM	2023	11	Northeast	1101	1	330	20	M	A	34.1192	-118.3004
221404806	01/19/2022 12:00:00 AM	01/18/2020 12:00:00 AM	1600	14	Pacific	1446	1	420	0			34.0022	-118.4255
220215983	09/06/2022 12:00:00 AM	05/26/2020 12:00:00 AM	1200	2	Rampart	233	1	420	0			34.0697	-118.2779
211220472	09/27/2021 12:00:00 AM	11/26/2020 12:00:00 AM	2000	12	77th Street	1259	2	930	29	F	H	33.9679	-118.2695
211818877	10/22/2021 12:00:00 AM	03/10/2020 12:00:00 AM	1500	18	Southeast	1801	2	354	26	M	B	33.9587	-118.2882
221515929	10/10/2022 12:00:00 AM	04/01/2020 12:00:00 AM	1200	15	N Hollywood	1539	2	354	33	M	W	34.174	-118.3638
230406865	03/28/2023 12:00:00 AM	06/28/2020 12:00:00 AM	1250	4	Hollenbeck	478	2	354	34	F	B	34.0286	-118.1996
231915767	10/25/2023 12:00:00 AM	09/02/2020 12:00:00 AM	1	19	Mission	1985	2	354	15	F	H	34.228	-118.4517
221016530	11/15/2022 12:00:00 AM	10/23/2020 12:00:00 AM	1735	10	West Valley	1045	2	354	65	M	W	34.1776	-118.523
231210407	04/18/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1	12	77th Street	1259	2	354	59	F	W	33.9739	-118.263
220208037	03/30/2022 12:00:00 AM	01/01/2020 12:00:00 AM	800	2	Rampart	249	2	813	15	F	H	34.0541	-118.2621
221504294	01/06/2022 12:00:00 AM	10/30/2020 12:00:00 AM	1	15	N Hollywood	1535	2	812	9	M	W	34.174	-118.3878
221312369	06/03/2022 12:00:00 AM	12/10/2020 12:00:00 AM	700	13	Newton	1333	2	354	33	M	H	34.0174	-118.2621
220911866	07/26/2022 12:00:00 AM	02/01/2020 12:00:00 AM	505	9	Van Nuys	971	2	354	34	F	W	34.1585	-118.464
231906599	03/03/2023 12:00:00 AM	01/14/2020 12:00:00 AM	1335	19	Mission	1902	2	354	35	M	O	34.3194	-118.4518
230610629	06/02/2023 12:00:00 AM	05/31/2020 12:00:00 AM	430	6	Hollywood	645	1	310	-2	Others	X	34.103	-118.3402
220321807	12/13/2022 12:00:00 AM	05/17/2020 12:00:00 AM	1620	3	Southwest	317	2	354	50	M	B	34.0337	-118.2915
221216052	07/07/2022 12:00:00 AM	02/23/2020 12:00:00 AM	1000	12	77th Street	1256	2	354	28	F	B	33.9717	-118.2827
241504067	01/02/2024 12:00:00 AM	12/29/2020 12:00:00 AM	750	15	N Hollywood	1555	2	903	37	M	W	34.1614	-118.379
220508440	04/27/2022 12:00:00 AM	07/07/2020 12:00:00 AM	1200	5	Harbor	585	1	341	64	M	H	33.7234	-118.2968
220213256	07/14/2022 12:00:00 AM	07/14/2020 12:00:00 AM	900	2	Rampart	257	2	354	79	M	B	34.0552	-118.2675
221607555	04/22/2022 12:00:00 AM	08/01/2020 12:00:00 AM	1200	16	Foothill	1612	2	354	40	F	H	34.2713	-118.415
221516944	11/03/2022 12:00:00 AM	06/01/2020 12:00:00 AM	1200	15	N Hollywood	1517	2	354	59	M	O	34.1925	-118.3779
230617817	11/14/2023 12:00:00 AM	11/13/2020 12:00:00 AM	2015	6	Hollywood	622	1	420	0			34.1146	-118.3607
231115685	11/12/2023 12:00:00 AM	11/12/2020 12:00:00 AM	1430	11	Northeast	1123	1	440	27	M	W	34.1142	-118.2652
231707687	04/04/2023 12:00:00 AM	05/08/2020 12:00:00 AM	1845	17	Devonshire	1745	2	354	44	M	O	34.2648	-118.5055
230711357	06/26/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1	7	Wilshire	774	2	354	32	F	H	34.0431	-118.3482
220409258	05/29/2022 12:00:00 AM	03/29/2020 12:00:00 AM	1315	4	Hollenbeck	467	2	354	16	M	H	34.0395	-118.2093
220119956	09/06/2022 12:00:00 AM	07/01/2020 12:00:00 AM	1130	1	Central	162	2	354	22	F	B	34.0466	-118.259
240604173	01/05/2024 12:00:00 AM	07/09/2020 12:00:00 AM	1230	6	Hollywood	637	2	354	21	M	W	34.103	-118.3225
220104934	01/17/2022 12:00:00 AM	12/20/2020 12:00:00 AM	1730	1	Central	158	1	341	0	Others	X	34.0403	-118.2421
230817493	11/27/2023 12:00:00 AM	09/13/2020 12:00:00 AM	2100	8	West LA	829	2	626	42	F	H	34.0596	-118.4233
221718084	12/20/2022 12:00:00 AM	12/02/2020 12:00:00 AM	1510	17	Devonshire	1764	1	440	15	F	H	34.244	-118.5583
221110929	06/28/2022 12:00:00 AM	06/27/2020 12:00:00 AM	1945	11	Northeast	1113	1	330	34	F	W	34.1428	-118.2261
231711735	06/07/2023 12:00:00 AM	09/02/2020 12:00:00 AM	800	17	Devonshire	1775	2	354	46	F	H	34.2394	-118.5112
231912127	07/26/2023 12:00:00 AM	01/26/2020 12:00:00 AM	1735	19	Mission	1913	2	354	46	F	H	34.307	-118.4521
231818830	11/01/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1	18	Southeast	1841	2	762	6	M	B	33.9383	-118.2826
221710268	06/21/2022 12:00:00 AM	05/20/2020 12:00:00 AM	600	17	Devonshire	1767	1	441	72	F	H	34.2442	-118.5362
231007464	03/30/2023 12:00:00 AM	06/25/2020 12:00:00 AM	1225	10	West Valley	1015	2	354	28	F	H	34.2048	-118.5219
221917823	12/12/2022 12:00:00 AM	04/05/2020 12:00:00 AM	1550	19	Mission	1921	2	354	23	M	B	34.3054	-118.4681
211404152	01/04/2021 12:00:00 AM	12/28/2020 12:00:00 AM	1600	14	Pacific	1463	1	310	44	F	H	33.9788	-118.4151
231205374	01/25/2023 12:00:00 AM	10/12/2020 12:00:00 AM	1200	12	77th Street	1263	2	354	35	M	B	33.9636	-118.3068
231505589	02/08/2023 12:00:00 AM	09/01/2020 12:00:00 AM	1200	15	N Hollywood	1557	2	812	10	F	W	34.1548	-118.3662
231420506	11/06/2023 12:00:00 AM	04/02/2020 12:00:00 AM	1825	14	Pacific	1445	2	354	60	F	B	33.9993	-118.4397
221508505	04/20/2022 12:00:00 AM	12/31/2020 12:00:00 AM	1200	15	N Hollywood	1525	1	420	0			34.1776	-118.3889
231817823	10/13/2023 12:00:00 AM	08/23/2020 12:00:00 AM	1	18	Southeast	1846	2	354	32	F	H	33.9332	-118.2485
231212586	05/24/2023 12:00:00 AM	06/03/2020 12:00:00 AM	2150	12	77th Street	1241	2	354	36	F	B	33.9821	-118.3318
220309099	04/14/2022 12:00:00 AM	06/23/2020 12:00:00 AM	1530	3	Southwest	311	2	354	72	F	B	34.0325	-118.3639
230810411	06/02/2023 12:00:00 AM	05/28/2020 12:00:00 AM	609	8	West LA	827	2	930	25	M	W	34.0549	-118.4671
201810154	04/26/2020 12:00:00 AM	04/22/2020 12:00:00 AM	1900	18	Southeast	1802	1	510	0			33.9547	-118.2717
221412410	06/15/2022 12:00:00 AM	11/12/2020 12:00:00 AM	1700	14	Pacific	1444	1	420	0			33.9876	-118.4489
211505284	02/02/2021 12:00:00 AM	12/27/2020 12:00:00 AM	2000	15	N Hollywood	1585	1	330	18	F	H	34.1412	-118.3681
220209598	04/25/2022 12:00:00 AM	12/29/2020 12:00:00 AM	800	2	Rampart	238	2	956	27	F	B	34.0648	-118.2559
220316688	09/12/2022 12:00:00 AM	09/11/2020 12:00:00 AM	2100	3	Southwest	357	1	331	27	F	O	34.0191	-118.2977
231814007	07/27/2023 12:00:00 AM	10/27/2020 12:00:00 AM	915	18	Southeast	1849	2	354	29	F	B	33.9345	-118.2329
221209581	04/07/2022 12:00:00 AM	01/01/2020 12:00:00 AM	800	12	77th Street	1215	2	812	9	F	H	33.9921	-118.298
220917870	12/31/2022 12:00:00 AM	03/16/2020 12:00:00 AM	1025	9	Van Nuys	929	2	354	41	F	O	34.1887	-118.4313
221017007	11/28/2022 12:00:00 AM	04/23/2020 12:00:00 AM	1	10	West Valley	1041	2	354	44	F	W	34.1787	-118.5475
232112058	07/25/2023 12:00:00 AM	04/26/2020 12:00:00 AM	2110	21	Topanga	2198	2	956	17	F	W	34.1484	-118.6033
220313293	07/06/2022 12:00:00 AM	06/30/2020 12:00:00 AM	1400	3	Southwest	396	2	626	25	F	B	34.0055	-118.2915
220320985	07/07/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1200	3	Southwest	311	2	813	5	F	H	34.0301	-118.3636
221909318	05/09/2022 12:00:00 AM	05/08/2020 12:00:00 AM	1120	19	Mission	1954	1	330	36	M	H	34.2573	-118.463
231510293	05/27/2023 12:00:00 AM	11/24/2020 12:00:00 AM	200	15	N Hollywood	1504	1	510	0			34.2071	-118.3965
230714162	09/02/2023 12:00:00 AM	08/03/2020 12:00:00 AM	1908	7	Wilshire	783	2	354	18	M	B	34.0394	-118.3541
221110658	06/21/2022 12:00:00 AM	02/28/2020 12:00:00 AM	1625	11	Northeast	1144	2	354	39	M	C	34.1037	-118.2722
220207597	03/21/2022 12:00:00 AM	10/01/2020 12:00:00 AM	2200	2	Rampart	291	1	210	62	M	H	34.0473	-118.2827
221713038	08/31/2022 12:00:00 AM	03/10/2020 12:00:00 AM	1800	17	Devonshire	1767	2	662	32	M	O	34.2428	-118.5338
221105273	02/04/2022 12:00:00 AM	02/02/2020 12:00:00 AM	1200	11	Northeast	1179	1	420	0			34.0951	-118.208
230710696	06/11/2023 12:00:00 AM	12/17/2020 12:00:00 AM	1	7	Wilshire	722	2	354	26	F	H	34.0744	-118.3711
231510050	05/22/2023 12:00:00 AM	05/08/2020 12:00:00 AM	1200	15	N Hollywood	1548	2	626	29	F	H	34.167	-118.3686
230911729	06/10/2023 12:00:00 AM	04/01/2020 12:00:00 AM	5	9	Van Nuys	911	2	354	56	F	H	34.1903	-118.4676
221209383	03/30/2022 12:00:00 AM	02/25/2020 12:00:00 AM	1930	12	77th Street	1207	2	354	24	M	H	34.0016	-118.2878
220211619	05/07/2022 12:00:00 AM	12/16/2020 12:00:00 AM	457	2	Rampart	231	1	330	32	M	H	34.0689	-118.2841
231105297	02/03/2023 12:00:00 AM	07/27/2020 12:00:00 AM	1000	11	Northeast	1152	2	354	25	M	W	34.1	-118.2819
232011006	06/02/2023 12:00:00 AM	06/01/2020 12:00:00 AM	1200	20	Olympic	2071	2	662	44	M	H	34.0453	-118.313
221308122	03/10/2022 12:00:00 AM	03/10/2020 12:00:00 AM	35	13	Newton	1324	2	354	30	F	B	34.0218	-118.249
201410122	04/28/2020 12:00:00 AM	04/28/2020 12:00:00 AM	100	14	Pacific	1406	1	510	0			34.0238	-118.4095
231709319	05/07/2023 12:00:00 AM	12/14/2020 12:00:00 AM	1545	17	Devonshire	1718	2	354	42	M	H	34.2728	-118.4788
221917253	11/25/2022 12:00:00 AM	06/15/2020 12:00:00 AM	1200	19	Mission	1981	1	420	0			34.2265	-118.4699
220204234	01/05/2022 12:00:00 AM	12/20/2020 12:00:00 AM	815	2	Rampart	269	2	354	58	F	W	34.0524	-118.2678
220604399	01/10/2022 12:00:00 AM	09/19/2020 12:00:00 AM	1600	6	Hollywood	668	2	354	30	M	B	34.0928	-118.3136
231320297	11/08/2023 12:00:00 AM	05/08/2020 12:00:00 AM	1120	13	Newton	1383	2	354	51	M	H	33.9851	-118.2765
221511470	06/22/2022 12:00:00 AM	07/11/2020 12:00:00 AM	1200	15	N Hollywood	1541	2	354	63	M	W	34.1631	-118.4074
221516098	10/13/2022 12:00:00 AM	10/13/2020 12:00:00 AM	1200	15	N Hollywood	1557	2	860	29	M	W	34.1567	-118.368
230118041	08/16/2023 12:00:00 AM	08/27/2020 12:00:00 AM	2100	1	Central	132	1	236	59	F	A	34.057	-118.2508
221205458	01/15/2022 12:00:00 AM	10/10/2020 12:00:00 AM	820	12	77th Street	1267	1	820	14	F	H	33.9636	-118.2871
231315967	08/21/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1530	13	Newton	1362	2	812	12	F	H	33.9994	-118.2696
220514938	10/16/2022 12:00:00 AM	07/01/2020 12:00:00 AM	1800	5	Harbor	504	2	812	12	F	H	33.8438	-118.3066
230606306	02/24/2023 12:00:00 AM	03/20/2020 12:00:00 AM	1800	6	Hollywood	622	2	661	30	F	W	34.1162	-118.3738
221507710	03/30/2022 12:00:00 AM	01/30/2020 12:00:00 AM	1305	15	N Hollywood	1555	2	354	71	F	W	34.163	-118.3774
221300973	09/09/2022 12:00:00 AM	06/01/2020 12:00:00 AM	1900	13	Newton	1352	2	810	14	F	H	34.002	-118.274
222114709	09/26/2022 12:00:00 AM	06/19/2020 12:00:00 AM	600	21	Topanga	2113	2	354	42	F	B	34.2141	-118.6157
221006046	02/24/2022 12:00:00 AM	11/19/2020 12:00:00 AM	1200	10	West Valley	1025	2	354	69	F	O	34.2009	-118.5229
221609983	06/30/2022 12:00:00 AM	08/01/2020 12:00:00 AM	1200	16	Foothill	1668	2	930	49	F	W	34.2452	-118.2855
221806358	02/21/2022 12:00:00 AM	02/21/2020 12:00:00 AM	2300	18	Southeast	1849	2	354	26	F	O	33.9305	-118.2363
221315910	10/29/2020 12:00:00 AM	08/02/2020 12:00:00 AM	1415	13	Newton	1361	2	354	63	M	H	34.002	-118.2783
230908117	04/13/2023 12:00:00 AM	07/31/2020 12:00:00 AM	1	9	Van Nuys	989	2	354	41	M	W	34.1464	-118.4294
231309176	04/14/2023 12:00:00 AM	10/19/2020 12:00:00 AM	1445	13	Newton	1393	2	354	57	M	B	33.9765	-118.2739
232014656	08/25/2023 12:00:00 AM	06/25/2020 12:00:00 AM	1445	20	Olympic	2026	2	354	24	F	O	34.0672	-118.2954
221905982	02/20/2022 12:00:00 AM	02/20/2020 12:00:00 AM	1500	19	Mission	1977	2	901	15	F	H	34.2373	-118.4327
230109090	03/10/2023 12:00:00 AM	04/10/2020 12:00:00 AM	200	1	Central	163	2	354	36	M	B	34.0438	-118.2547
221309225	04/07/2022 12:00:00 AM	04/03/2020 12:00:00 AM	144	13	Newton	1331	2	354	29	M	H	34.0254	-118.2729
210904288	01/09/2021 12:00:00 AM	12/27/2020 12:00:00 AM	1600	9	Van Nuys	964	1	442	22	F	W	34.1576	-118.4389
231905726	02/08/2023 12:00:00 AM	01/01/2020 12:00:00 AM	1	19	Mission	1995	2	812	5	F	H	34.2152	-118.4531
221615196	12/16/2022 12:00:00 AM	12/01/2020 12:00:00 AM	1	16	Foothill	1602	2	354	22	M	W	34.2865	-118.3976
220120619	09/16/2022 12:00:00 AM	09/15/2020 12:00:00 AM	1541	1	Central	185	2	740	26	M	H	34.0416	-118.255
220610269	05/13/2022 12:00:00 AM	10/08/2020 12:00:00 AM	1925	6	Hollywood	656	2	354	38	M	W	34.0889	-118.331
230218442	10/02/2023 12:00:00 AM	01/01/2020 12:00:00 AM	900	2	Rampart	235	2	812	13	F	H	34.0663	-118.2719
221004804	01/23/2022 12:00:00 AM	11/23/2020 12:00:00 AM	1435	10	West Valley	1063	2	354	61	M	B	34.1698	-118.5386
232110833	06/23/2023 12:00:00 AM	06/01/2020 12:00:00 AM	1200	21	Topanga	2146	2	354	33	F	A	34.1937	-118.599
222004619	12/21/2020 12:00:00 AM	12/20/2020 12:00:00 AM	1529	20	Olympic	2069	1	341	63	M	K	34.0524	-118.2842
220208989	04/14/2022 12:00:00 AM	04/14/2020 12:00:00 AM	945	2	Rampart	256	2	354	28	M	O	34.0565	-118.2724
231806653	06/12/2022 12:00:00 AM	03/04/2020 12:00:00 AM	800	18	Southeast	1832	2	946	-2	Others	X	33.9401	-118.2761
220706120	02/23/2022 12:00:00 AM	10/13/2020 12:00:00 AM	900	7	Wilshire	702	2	354	27	F	B	34.0838	-118.3584
230208225	03/28/2023 12:00:00 AM	03/28/2020 12:00:00 AM	1450	2	Rampart	237	2	354	20	F	B	34.061	-118.2615
221806331	02/15/2022 12:00:00 AM	04/10/2020 12:00:00 AM	815	18	Southeast	1802	1	440	28	M	H	33.9601	-118.2768
210704053	12/31/2020 12:00:00 AM	12/31/2020 12:00:00 AM	400	7	Wilshire	722	1	310	31	F	W	34.0745	-118.3742
231221370	10/11/2023 12:00:00 AM	03/20/2020 12:00:00 AM	1000	12	77th Street	1259	2	354	37	F	B	33.9722	-118.2696
221016479	11/14/2022 12:00:00 AM	07/24/2020 12:00:00 AM	1500	10	West Valley	1017	1	761	59	F	H	34.2012	-118.5133
221011289	07/05/2022 12:00:00 AM	03/01/2020 12:00:00 AM	1200	10	West Valley	1001	2	626	43	M	H	34.2204	-118.5579
231421770	12/13/2023 12:00:00 AM	03/13/2020 12:00:00 AM	1200	14	Pacific	1464	1	440	45	M	O	33.9775	-118.4065
221811572	05/24/2022 12:00:00 AM	08/02/2020 12:00:00 AM	324	18	Southeast	1841	2	354	63	M	B	33.9423	-118.2916
230404996	01/30/2023 12:00:00 AM	08/23/2020 12:00:00 AM	800	4	Hollenbeck	488	2	649	78	F	H	34.0231	-118.2039
232117501	12/09/2023 12:00:00 AM	05/10/2020 12:00:00 AM	1645	21	Topanga	2157	2	354	25	M	O	34.1889	-118.5905
221220860	09/15/2022 12:00:00 AM	01/18/2020 12:00:00 AM	1	12	77th Street	1213	2	354	67	M	H	33.9951	-118.3102
220504655	01/20/2022 12:00:00 AM	01/19/2020 12:00:00 AM	2200	5	Harbor	551	1	331	0	Others	X	33.7421	-118.3102
230813464	07/22/2023 12:00:00 AM	10/01/2020 12:00:00 AM	1755	8	West LA	828	2	354	25	F	W	34.0664	-118.4397
231905565	02/06/2023 12:00:00 AM	01/01/2020 12:00:00 AM	5	19	Mission	1964	2	626	26	F	H	34.2412	-118.4558
220910623	06/21/2022 12:00:00 AM	11/19/2020 12:00:00 AM	1	9	Van Nuys	939	2	354	53	F	W	34.1864	-118.4159
221226041	12/27/2022 12:00:00 AM	11/20/2020 12:00:00 AM	1010	12	77th Street	1267	1	440	57	F	B	33.9633	-118.2871
231207476	02/27/2023 12:00:00 AM	08/15/2020 12:00:00 AM	1	12	77th Street	1273	1	310	72	M	B	33.958	-118.317
221708027	04/13/2022 12:00:00 AM	08/09/2020 12:00:00 AM	905	17	Devonshire	1745	2	354	35	F	H	34.2586	-118.5169
220717687	12/12/2022 12:00:00 AM	02/12/2020 12:00:00 AM	840	7	Wilshire	714	2	354	26	M	W	34.0783	-118.3498
230507674	04/11/2023 12:00:00 AM	07/30/2020 12:00:00 AM	835	5	Harbor	585	2	354	28	M	H	33.727	-118.2946
220909334	05/18/2022 12:00:00 AM	10/01/2020 12:00:00 AM	1400	9	Van Nuys	971	2	354	47	M	W	34.1559	-118.4629
221015665	10/25/2022 12:00:00 AM	06/09/2020 12:00:00 AM	1535	10	West Valley	1023	2	354	25	F	H	34.1896	-118.5515
201308739	03/27/2020 12:00:00 AM	03/27/2020 12:00:00 AM	1210	13	Newton	1333	1	510	0			34.017	-118.2643
221225047	12/09/2022 12:00:00 AM	12/02/2020 12:00:00 AM	1535	12	77th Street	1251	2	354	29	F	B	33.9773	-118.3279
231810634	05/19/2023 12:00:00 AM	01/02/2020 12:00:00 AM	800	18	Southeast	1824	2	354	21	M	B	33.9482	-118.2541
230513434	09/12/2023 12:00:00 AM	09/01/2020 12:00:00 AM	1	5	Harbor	526	2	662	54	F	H	33.777	-118.2648
221007765	04/10/2022 12:00:00 AM	04/06/2020 12:00:00 AM	1200	10	West Valley	1024	1	510	0			34.1958	-118.5399
220311221	05/23/2022 12:00:00 AM	04/29/2020 12:00:00 AM	1	3	Southwest	395	2	845	19	Others	X	34.0108	-118.3135
220318793	10/19/2022 12:00:00 AM	10/19/2020 12:00:00 AM	1900	3	Southwest	311	2	812	11	F	H	34.0301	-118.3636
221209976	04/14/2022 12:00:00 AM	09/27/2020 12:00:00 AM	1104	12	77th Street	1268	2	956	23	F	H	33.9619	-118.2717
230605916	02/09/2023 12:00:00 AM	02/09/2020 12:00:00 AM	1415	6	Hollywood	636	2	354	35	M	O	34.1016	-118.3361
241204387	01/05/2024 12:00:00 AM	05/05/2020 12:00:00 AM	1025	12	77th Street	1269	2	354	39	M	B	33.9647	-118.2586
231420590	11/20/2023 12:00:00 AM	11/20/2020 12:00:00 AM	1000	14	Pacific	1413	2	956	37	M	W	33.9921	-118.4692
230113770	06/06/2023 12:00:00 AM	03/20/2020 12:00:00 AM	800	1	Central	142	2	668	60	M	O	34.0537	-118.2523
220712955	08/16/2022 12:00:00 AM	11/08/2020 12:00:00 AM	1005	7	Wilshire	722	1	440	59	F	O	34.0744	-118.3711
230710300	09/22/2022 12:00:00 AM	07/26/2020 12:00:00 AM	1200	7	Wilshire	701	2	662	34	F	W	34.0836	-118.3753
220717203	11/30/2022 12:00:00 AM	03/01/2020 12:00:00 AM	945	7	Wilshire	725	2	354	54	F	J	34.0736	-118.3498
220904776	01/22/2022 12:00:00 AM	12/28/2020 12:00:00 AM	1200	9	Van Nuys	974	1	310	48	M	W	34.1548	-118.4487
221006113	02/27/2022 12:00:00 AM	08/24/2020 12:00:00 AM	2000	10	West Valley	1029	1	330	46	M	H	34.1961	-118.4793
231007048	03/21/2023 12:00:00 AM	07/30/2020 12:00:00 AM	1645	10	West Valley	1024	2	354	20	F	F	34.1958	-118.5399
221711184	06/15/2022 12:00:00 AM	05/15/2020 12:00:00 AM	155	17	Devonshire	1795	2	354	27	M	B	34.221	-118.5186
220407814	04/22/2022 12:00:00 AM	04/01/2020 12:00:00 AM	5	4	Hollenbeck	459	1	121	10	F	H	34.0468	-118.1964
231205329	01/20/2023 12:00:00 AM	06/20/2020 12:00:00 AM	1140	12	77th Street	1204	2	354	36	F	B	34.001	-118.3002
220619758	12/05/2022 12:00:00 AM	06/15/2020 12:00:00 AM	1500	6	Hollywood	643	2	626	10	F	H	34.1037	-118.3459
211104796	01/24/2021 12:00:00 AM	01/23/2020 12:00:00 AM	800	11	Northeast	1172	2	745	0	Others	X	34.0845	-118.2726
241204463	01/07/2024 12:00:00 AM	06/07/2020 12:00:00 AM	1315	12	77th Street	1293	2	354	35	F	O	33.944	-118.3123
220911160	07/06/2022 12:00:00 AM	03/01/2020 12:00:00 AM	1000	9	Van Nuys	923	2	354	59	M	O	34.1867	-118.4487
212015258	10/05/2021 12:00:00 AM	06/23/2020 12:00:00 AM	1229	20	Olympic	2034	2	354	22	M	K	34.0582	-118.3031
222010418	05/29/2022 12:00:00 AM	05/27/2020 12:00:00 AM	1800	20	Olympic	2014	2	626	33	F	H	34.0726	-118.3029
222013040	08/06/2022 12:00:00 AM	06/04/2020 12:00:00 AM	1620	20	Olympic	2054	2	354	60	M	H	34.0545	-118.3031
211206198	02/03/2021 12:00:00 AM	12/20/2020 12:00:00 AM	1400	12	77th Street	1265	2	624	56	M	H	33.96	-118.2986
220712765	08/11/2022 12:00:00 AM	03/20/2020 12:00:00 AM	1015	7	Wilshire	773	2	354	28	F	B	34.0419	-118.3572
221308438	03/23/2022 12:00:00 AM	10/19/2020 12:00:00 AM	600	13	Newton	1364	2	354	50	M	H	34.0021	-118.2541
221715152	10/20/2022 12:00:00 AM	08/05/2020 12:00:00 AM	1950	17	Devonshire	1745	2	354	41	M	H	34.2573	-118.5273
201112065	07/31/2020 12:00:00 AM	07/30/2020 12:00:00 AM	2030	11	Northeast	1161	1	510	0			34.0953	-118.2974
