DR_NO,Vict Age,Vict Sex,Vict Descent
200514708,37,F,H
201821272,45,M,B
200814338,41,F,W
201607143,77,F,H
201207544,30,M,B
202115665,70,F,B
200214014,28,F,H
201809339,48,F,B
201815500,62,F,B
201007219,69,F,W
202114231,58,F,W
202018833,62,M,B
200212366,58,M,W
200606773,31,F,H
200322232,53,F,W
200511631,48,M,W
200708494,35,F,W
201908282,44,M,H
201319914,25,F,H
200411268,52,M,W
200707621,54,F,B
201005352,36,F,H
201816081,75,F,H
202005867,44,F,H
200213968,32,F,H
201319466,32,F,B
201911452,19,F,H
200211321,58,M,W
201909339,16,M,H
200316661,28,F,O
201212169,19,F,H
201314005,25,F,H
201910141,25,F,H
201815888,0,F,B
200407983,30,F,H
201115830,54,F,B
201310016,49,F,H
201712949,36,F,W
200707685,29,F,H
200915117,72,F,O
201307593,20,F,H
200313069,73,F,B
201610609,4,M,H
200414733,49,M,H
200307554,61,M,B
200508916,31,F,H
200612087,0,X,X
201304882,44,F,H
201108023,60,M,H
200814057,37,F,W
202105164,54,F,H
200313403,0,F,H
201608490,63,F,H
201917876,53,F,W
200506159,23,F,H
201315164,5,M,H
201708152,63,M,H
201609367,26,F,H
201812498,50,F,B
200314638,52,F,W
200508414,55,F,W
201113140,21,F,H
201406631,60,M,B
201206903,35,M,H
202107841,59,F,W
202106541,66,F,W
200516581,32,F,H
202106483,48,F,W
200312894,38,F,H
200512436,49,F,W
201518981,58,F,W
202117515,38,F,W
201615969,57,F,H
201308995,23,F,H
202006549,37,F,H
201224444,38,F,H
202111170,30,F,H
201114394,6,F,H
200320096,22,F,B
202110454,35,F,H
200514221,53,F,H
201320172,56,F,H
201912985,44,F,A
200509114,36,F,B
200615794,37,F,W
201905183,50,F,H
202109521,35,F,H
200304531,61,M,B
200714944,46,M,W
200514480,24,F,H
201312370,49,F,H
200506737,22,F,H
201105443,30,F,H
202112885,57,F,W
201611547,26,F,H
201821440,28,F,B
201818051,42,F,H
200515651,41,F,H
201109035,21,F,H
200512080,34,F,H
201708816,66,M,O
201715901,20,F,B
200506875,38,F,B
200312362,30,F,H
200509050,50,F,H
200120305,39,M,B
200105470,25,F,W
201404567,53,M,H
201912209,30,M,H
201711842,31,F,H
201225478,38,F,H
200315537,66,F,H
200512118,42,F,W
200405294,27,F,H
201404890,26,F,W
201900821,51,F,H
200413700,39,F,H
200909932,30,F,B
201915640,47,F,H
201015304,70,F,W
201321585,53,F,B
201808506,40,F,H
200715762,37,F,O
201820008,40,F,H
200213712,31,F,H
201007634,26,F,H
202115708,50,M,W
200118784,26,F,H
200913969,32,F,B
201104088,17,F,H
201917943,93,F,W
200517717,24,F,H
200315421,29,F,H
201815547,29,F,H
201116227,32,F,H
202005205,42,F,H
201104942,39,F,H
202116042,70,F,B
200912106,42,F,H
201821391,50,F,H
200411902,45,F,H
202114115,28,F,H
201915133,47,F,H
201316636,34,F,H
200106171,23,F,H
201400723,41,F,B
201913841,43,F,H
201417170,23,M,H
201412270,31,F,B
202109532,28,F,H
201609256,0,M,H
202004787,26,F,H
201221327,33,F,H
201206037,36,F,B
200210129,43,F,H
201706981,62,F,W
200611137,62,M,W
200912773,0,F,H
200515353,62,F,W
200712202,32,M,B
201810270,57,M,W
200512549,33,F,W
201104730,29,F,H
201409750,52,M,W
200517682,32,F,H
200211407,26,F,H
201808035,45,M,B
200809932,45,M,O
201318568,20,F,H
201313092,70,M,H
200917557,35,M,B
201710364,40,F,H
200321502,66,M,B
201811417,52,F,H
201615153,37,M,H
201222823,50,F,H
201911790,58,F,H
200412634,60,M,H
200513290,24,F,H
201505401,32,F,H
200608859,54,F,W
200604286,44,F,H
200208631,37,F,H
200510166,31,F,H
201311915,49,F,H
200106736,33,F,H
201705491,28,F,W
202004642,37,F,H
200314460,34,F,B
200606156,38,F,H
200500691,43,F,H
201604968,48,F,H
201604132,79,F,W
200217073,24,F,H
201220541,39,F,B
201611728,57,F,W
200120623,29,F,B
201314379,25,F,H
201918406,53,F,H
200507313,27,F,O
201224759,24,F,B
202113130,26,F,W
200406352,29,F,H
200814640,52,F,W
201820379,42,F,B
201816633,42,F,H
200215826,39,F,H
200211386,30,F,B
201905184,44,F,H
202109635,74,M,H
200507543,13,X,X
200815327,66,F,W
202111677,39,F,O
200310638,62,M,B
201012017,48,M,W
201906677,78,F,H
200406066,25,F,H
201906239,36,F,H
201013675,59,F,W
200110124,50,M,W
201112448,61,F,A
201104258,55,F,A
200708427,44,F,H
202011945,17,F,H
201713101,7,M,W
201314568,52,F,B
201309151,28,F,H
200320216,66,F,B
200608136,49,M,O
201411661,72,F,W
200508625,31,F,H
210504423,91,F,H
201819732,43,F,H
201007366,30,M,H
200512371,20,F,H
200411267,36,F,H
200516637,32,F,H
200713735,27,F,H
201908324,41,F,A
201915897,89,F,W
200515121,32,F,B
200414435,70,M,H
201007827,57,F,W
201412501,81,F,H
201109725,29,F,H
202117284,24,F,H
201320794,34,F,H
201805567,27,F,H
200518118,41,F,W
201820104,46,F,H
201226151,38,F,H
200313075,92,F,B
201305261,61,F,H
201816536,25,F,H
201207866,26,F,B
200910749,36,F,O
200412099,30,F,H
201312411,75,F,H
201211592,31,M,B
200405015,24,F,H
201807199,37,F,B
200119923,27,M,B
200510309,29,M,H
200312919,42,F,H
200319128,25,F,H
200121619,59,F,H
201908248,31,F,H
201108443,43,F,H
201713854,33,M,H
200314996,66,F,H
201008674,47,F,A
201910140,52,M,H
200216879,70,M,H
201411025,38,M,O
201904140,65,F,W
201111670,38,F,W
201904186,27,F,H
201313347,3,M,H
202109089,42,F,W
200704876,40,M,B
201314901,38,F,H
200513346,33,F,H
200312350,23,F,H
200811062,64,M,B
201114580,33,F,W
200413545,29,F,H
200413712,38,F,H
200205377,38,F,A
201814456,47,M,B
201805475,42,F,B
200321301,74,M,W
200405910,46,F,H
201204057,42,F,H
201612251,45,F,H
200512468,60,F,H
200912797,62,F,H
201205302,24,F,H
201317484,27,F,H
201710812,69,M,W
201816154,27,F,H
202111135,65,F,H
200315176,52,F,W
200513380,46,F,H
201809806,35,F,H
200812737,55,F,W
201314083,51,M,H
201306839,47,F,H
201115430,37,F,H
201518067,29,F,B
200816835,84,F,W
202009358,74,F,A
200810579,18,F,W
200416157,0,F,H
201812814,21,M,H
201821170,51,F,H
201909469,23,F,H
201815201,52,F,H
200714681,28,F,H
200309963,47,F,H
202014564,60,F,H
200208590,30,F,W
201909897,62,F,H
201914564,34,F,H
201714189,67,F,W
200506490,31,M,H
201609498,24,F,H
201711820,43,F,W
201706535,72,F,W
201711266,58,M,W
201708420,49,M,W
201805280,48,F,H
201914825,48,M,H
202109002,31,F,B
200518382,46,F,O
200808696,21,M,W
200320954,24,F,H
200512506,41,F,H
201508081,31,M,W
201009079,71,M,W
201915948,92,F,O
201604442,48,F,H
201810606,0,M,H
201912377,29,F,H
200516652,36,F,H
202115868,31,F,B
202009019,49,F,B
201805346,38,F,H
200120522,64,M,W
201418772,39,M,O
200916892,28,F,O
200611536,54,M,W
202106232,66,F,W
200915315,56,F,B
200410107,37,F,H
200915513,36,F,H
200613722,30,F,W
201006306,45,F,H
201911407,23,F,H
200416262,51,M,B
200212749,5,M,H
202114023,89,F,H
200408910,28,F,H
202016031,19,F,O
200511296,70,M,H
200410435,34,F,H
200510594,45,F,B
201914198,44,F,H
200509915,60,M,W
201912865,15,M,H
200413564,85,M,H
201316587,69,F,H
201817985,48,F,H
202112954,41,F,H
200317827,0,M,B
200209973,59,F,W
201613422,23,F,H
201321177,45,F,H
200511328,26,F,W
202015705,43,F,B
202016986,29,F,H
201308264,42,F,B
201115460,29,F,B
201917642,35,F,H
201209759,27,F,H
200510157,31,F,H
200216076,30,F,H
201914417,71,F,H
200715971,33,M,B
201407563,31,F,B
201317740,51,F,H
201708127,63,M,H
201104559,59,F,H
201216114,37,F,H
201604133,29,F,H
201913118,70,F,W
200505455,68,F,H
201710665,40,F,O
201115070,18,M,H
200512485,43,F,H
201913690,47,F,H
200413754,57,F,H
200306542,24,F,H
200515173,56,F,H
202107825,49,M,W
201222966,50,F,H
200508061,62,F,H
200510642,76,F,H
200813720,39,M,W
200407189,37,F,H
200208593,24,F,O
200218657,39,F,H
200615344,31,F,B
200409070,24,F,H
200309858,55,F,H
200217611,35,F,H
200408268,36,F,H
200906678,30,F,A
201422222,54,M,H
201419991,67,F,H
201011091,45,F,H
200405624,63,F,H
200400853,40,F,H
201912205,29,F,H
202008062,29,F,B
200508265,70,M,H
200400647,15,M,H
201711267,42,F,H
202006896,28,F,B
200106696,0,F,W
202006720,0,X,X
200310453,60,F,H
201916989,34,F,H
201916118,47,F,H
202011119,34,F,H
202114148,49,M,W
200205775,43,F,H
202108496,76,M,W
201820237,51,F,H
200205503,36,F,W
201615240,49,F,W
200507297,38,F,H
202113147,71,M,W
201610613,7,M,H
200608939,54,F,W
200405640,20,F,H
201912866,18,M,H
200310100,62,M,B
200512041,28,F,B
200109471,61,M,H
201405934,39,F,W
200807551,45,M,O
202004121,24,F,H
201607319,35,F,H
200314361,28,M,A
200507359,37,F,H
201221677,52,F,H
201909021,65,F,W
200816668,46,M,O
201815577,34,F,B
200407180,38,F,H
201406666,0,F,X
200321385,30,F,B
201908564,34,F,H
201518157,39,F,O
200506028,27,F,W
200216164,39,F,H
200216480,51,F,H
201908291,36,F,H
200514356,61,F,H
201112260,62,F,H
201607717,45,F,H
201108032,55,F,O
211105786,69,M,A
201809593,45,M,B
202105705,44,F,O
202113129,43,F,W
202011835,34,F,H
201305504,37,F,H
202114451,41,F,H
200515896,43,F,H
201912179,46,F,H
202117075,40,F,O
200414022,45,F,H
201104312,27,F,H
202110418,42,M,O
201904460,36,F,H
200307490,50,M,W
200317964,62,M,H
201313662,74,F,H
201917452,53,F,W
200304266,43,F,H
200506324,32,F,H
201308964,39,F,H
201224995,48,F,B
201812214,28,M,H
200811083,64,F,W
201912864,37,M,H
201709386,35,F,H
200413137,24,F,H
200516716,38,F,H
200320032,41,F,H
201315000,28,F,B
202113007,46,F,W
200516885,38,F,H
200310412,24,F,B
201115049,77,F,H
201206143,43,M,B
201821880,25,F,B
201808007,37,F,B
201704802,79,F,W
200116402,46,F,B
201913019,36,F,H
201107041,21,F,W
200405885,47,F,H
200706269,49,F,H
202005650,40,F,H
201421618,58,F,O
201608019,45,F,B
201904597,29,F,H
201613430,59,F,W
200914914,30,M,H
200509803,55,M,H
202116950,24,F,H
200813675,21,M,W
202012408,31,F,A
202007765,26,F,H
201514759,64,M,W
200310537,59,F,O
201112810,54,M,H
201306802,47,F,H
200507726,42,F,B
201207005,29,M,H
200515985,38,F,O
200818054,53,F,W
200509754,31,F,H
201911089,71,F,H
202016527,24,F,H
201104254,54,F,H
200310785,55,F,H
200607453,54,M,B
200704111,51,M,O
200514815,44,F,H
201608020,45,F,B
201608933,45,F,H
201918412,13,F,H
201007613,64,M,W
201808102,45,M,B
200319929,25,M,B
201805477,23,M,B
200315164,52,F,W
201709081,32,F,W
201914819,22,M,A
201306867,24,F,H
201910754,47,F,H
201317949,34,F,H
201006369,68,M,H
201317694,27,F,H
200609159,44,F,H
201809202,59,F,B
200309756,41,F,B
200608677,24,M,O
201115201,81,F,A
200514012,26,F,H
200704996,35,F,O
200518212,32,F,W
201913890,60,F,H
201111966,38,F,W
200408834,54,M,H
201706966,99,F,H
200312892,53,F,H
200410007,64,F,H
201606348,28,F,W
201907939,41,F,A
200508518,31,F,H
201700665,69,F,W
201912835,47,F,H
202107230,27,F,H
201917346,61,F,W
200311663,59,F,H
201006831,37,F,O
201220136,51,F,B
200813997,43,M,W
201306783,61,F,H
201013329,64,M,H
201915422,35,F,W
201314117,70,M,H
201907083,44,F,H
200107114,50,F,K
201915160,31,F,H
201116090,71,F,W
201513362,33,F,W
200711802,48,F,B
200111765,31,F,B
201007852,38,F,A
201807041,86,M,H
201205475,22,F,H
201807039,30,F,H
201115087,69,F,H
201320100,56,F,B
202015321,52,F,K
201516503,65,M,W
200612795,37,F,B
200717055,37,F,H
200808355,59,M,W
200307285,55,F,H
201708116,24,M,H
202112261,53,M,H
201313393,32,F,H
202107485,31,F,W
200512010,31,F,H
202112276,45,F,O
200716115,42,F,H
200411669,53,M,H
200400781,49,M,H
202107771,44,F,A
200913872,51,M,W
201915941,47,F,H
200313157,26,F,B
201907446,59,M,H
201908527,86,M,B
201312808,37,F,H
201223473,27,M,B
200313620,74,M,O
200406330,60,F,H
200404662,58,F,H
200411496,47,F,H
200310413,40,F,W
200310538,50,M,B
200511887,20,F,H
200104835,47,F,H
201709967,23,F,H
200511362,16,M,H
201305124,42,M,H
201108532,29,M,H
201308109,48,F,H
200315047,52,F,W
202108391,45,M,W
200315784,56,F,B
201013059,51,M,H
200715332,41,F,W
200511365,31,F,H
201916172,31,F,H
200505493,17,M,H
200507947,19,F,H
200607054,54,F,O
201509992,44,F,H
201900786,30,F,H
202113039,18,F,O
200812636,35,F,W
201320380,18,M,H
202105899,24,F,O
202008095,51,F,H
201315165,35,M,H
201821691,27,F,H
201312151,20,F,H
200511813,34,F,H
201911272,39,F,H
201518231,65,M,O
200207860,0,F,H
201308759,47,F,H
201612110,31,F,H
200110529,42,F,H
200913066,42,F,H
200711582,38,M,W
201014069,59,F,W
201814935,50,M,H
200709231,24,F,H
200306149,24,F,H
201815710,37,F,H
201804457,41,F,B
201611536,41,F,H
200405234,23,M,H
201104292,44,F,H
202015117,52,F,O
201110086,35,M,W
201610159,28,F,H
201219450,29,F,H
200608851,54,F,O
200306316,45,F,H
201316676,17,F,H
201821921,56,F,H
200805384,39,F,B
200114934,29,F,B
201612549,23,F,H
200321424,55,M,B
201007358,23,F,H
201416272,44,F,W
200318648,65,M,B
200410651,49,M,H
200508670,31,F,H
200314124,27,F,H
201615702,29,F,W
201810612,35,F,H
200715544,84,F,H
200313874,59,F,H
202111486,20,F,H
200516037,35,F,H
202117015,56,F,W
201227196,48,F,B
201316821,36,F,H
201610408,25,F,H
200321343,69,F,B
201809306,52,F,H
201808728,27,F,B
201715093,22,F,H
201813426,64,M,H
200609440,33,F,H
201611388,29,F,H
201300857,49,F,H
200510423,28,F,H
201206218,48,M,B
200207688,19,X,X
201911743,53,F,H
200414694,90,F,H
200609062,54,F,W
201422221,48,F,H
201609330,45,F,H
201815576,65,F,H
200509314,55,F,W
202009208,33,F,H
200508333,45,M,H
200315863,19,F,B
200218438,25,F,H
201709439,38,F,H
201316101,27,F,H
211204030,39,F,H
201817637,28,M,H
201715401,45,F,H
201820856,41,F,B
200316290,25,F,H
201612064,31,F,H
201615832,29,F,W
200513549,67,F,W
200313305,63,M,H
200119429,0,F,H
201210771,38,F,O
200414103,47,F,H
200505634,37,F,H
200607057,31,F,H
200308750,62,M,H
200401137,64,F,H
200313291,61,F,B
200917901,56,F,B
201604215,15,M,O
201305479,0,F,H
201912742,55,F,H
201613467,37,F,H
200314378,39,F,B
201416676,27,F,W
200319026,29,F,H
201317817,22,F,H
200913081,45,F,H
200617883,19,F,W
201416737,27,F,W
200504422,26,F,H
200815209,46,M,O
200110629,59,F,H
200510709,27,F,H
200810716,50,F,W
200212627,37,F,H
202114691,36,F,O
200619459,36,F,W
200508249,65,F,W
200408115,43,F,H
201204349,3,F,H
200407246,60,F,H
201811712,30,F,H
200304426,26,F,H
202110296,35,F,H
200518168,41,F,W
200515263,28,M,H
200304319,38,F,B
200311418,55,F,B
201806520,44,F,B
200909874,35,M,W
200610246,74,M,H
201813275,28,M,H
200511307,31,F,H
200813340,66,F,H
202109911,54,F,H
201809792,45,F,H
211107532,20,F,H
211913824,35,F,H
211814324,60,F,H
210709161,36,M,W
212017605,54,F,H
211315350,26,F,B
211804382,49,F,B
211219648,70,F,B
210917315,44,F,O
211607778,68,M,W
211910596,31,M,W
211422867,0,F,W
211916554,30,F,H
211916135,21,F,H
212106326,35,F,H
210913491,16,M,H
211713981,36,F,H
212007564,51,F,H
210607398,21,F,B
210114116,62,F,B
210810536,79,F,W
211915104,40,F,H
210515041,25,F,B
210511632,55,F,H
211419081,2,M,W
221704190,67,M,O
211820591,37,F,H
211715095,33,F,O
210117392,19,F,H
211914842,35,F,H
210412153,35,F,H
211217751,52,M,B
210514018,41,F,H
210306898,33,F,H
211318783,38,F,B
211708739,65,M,W
210309020,69,F,B
211406343,42,F,H
210509122,21,F,H
211108294,64,F,W
211815792,71,M,H
211307209,43,M,H
211104349,33,F,W
210620795,49,F,H
210414959,57,M,H
212110137,73,M,H
210212042,25,F,H
210811953,56,M,W
211905317,25,M,H
211316615,60,F,H
211417504,40,F,B
210907204,50,F,A
210311637,54,F,H
211914157,24,F,H
211913994,36,F,H
210313781,47,M,H
211309071,37,M,H
211512791,82,M,H
210606476,34,M,H
210815594,35,F,W
210408532,28,F,H
210216460,24,F,H
210217954,42,M,W
211817058,31,F,B
211210225,45,F,H
211914240,25,F,H
211313525,38,F,H
210311951,56,F,B
210208795,43,F,H
210814379,56,M,W
211311367,25,F,H
211614273,54,M,H
210310892,40,M,H
211710512,38,F,H
210316728,39,F,H
210513842,52,F,H
210714189,77,M,B
211913321,18,M,H
211904074,27,F,H
211711587,54,M,W
211004096,33,F,H
210914323,52,F,W
211314694,70,F,H
211706883,50,F,H
211916072,59,F,H
211300857,36,F,B
210513258,52,M,H
211116294,66,F,H
210513370,30,M,H
210513379,50,M,W
211820787,37,M,B
212015907,25,F,H
210620276,0,M,A
211319408,35,M,H
210314951,53,F,W
211311524,32,F,H
210317877,50,F,H
211004368,20,M,H
211821503,49,M,B
210119457,24,F,B
210510507,26,F,B
210312050,41,M,B
211312757,28,F,H
211411137,32,M,H
211905715,53,F,H
212006025,31,F,O
210611646,45,M,A
210118811,40,F,H
210514364,40,M,O
210314783,27,F,B
210514257,56,M,W
211308019,29,F,B
211007463,49,M,H
210409307,65,F,H
210413087,81,F,H
211116962,28,M,W
210704485,34,M,W
212108358,44,F,A
210415396,50,F,H
210714337,70,M,O
210313207,53,F,W
211818605,40,M,B
210715166,36,F,H
210909939,26,F,W
210213390,42,M,W
211107135,29,M,A
210715813,63,F,W
211605586,64,M,O
211313462,39,F,H
210510269,45,F,H
210611833,22,F,H
210515068,25,F,B
210409640,57,F,H
210620451,49,F,H
211914078,53,F,H
211410598,43,M,W
211408832,50,F,B
210506852,62,F,W
211308090,41,F,H
210612381,59,F,O
211309513,34,F,H
211312232,53,F,H
210514837,40,F,W
212009619,40,F,W
210512770,21,F,H
211709387,70,M,H
210906281,36,F,H
210606147,33,F,H
210109911,44,F,H
211817250,44,F,B
210615269,44,F,W
210408573,37,F,H
211310448,63,F,X
210715783,55,F,H
210413115,33,F,H
210505542,28,F,H
211613369,3,M,H
210608239,38,M,W
211313345,49,M,H
211420789,49,F,W
211610750,53,F,H
210114638,43,F,W
210817987,24,F,W
210411927,36,F,H
211319411,35,F,H
210513305,54,M,H
212116657,29,F,H
211905038,31,F,B
211218212,78,F,B
210614385,46,M,A
211218028,43,F,H
212117827,37,F,O
212108106,31,F,H
210914457,33,F,O
210510717,45,F,H
210319211,31,F,H
211913295,42,F,H
211215647,47,M,B
211906049,33,F,H
211219505,63,M,B
212109224,51,F,H
210213519,72,F,B
211909733,49,F,A
212109602,51,F,H
211613368,3,M,H
211707803,41,F,A
211116864,53,F,H
211208425,39,F,H
211308078,33,F,H
210308604,45,F,A
211904374,44,F,W
211908915,18,M,H
211314529,34,F,H
211421321,33,F,H
210413857,24,F,H
210410987,64,M,H
212012048,52,M,W
210205833,50,F,H
210412869,39,F,H
211317868,49,F,B
210320621,0,X,X
210416192,48,F,H
211111093,30,F,W
211408280,17,M,W
210613699,45,F,H
211505301,32,F,W
210710273,63,M,O
211911413,32,F,H
211909935,35,F,H
211409480,28,F,H
211109185,37,F,H
210907297,42,M,H
211106783,54,F,O
210616765,37,M,W
210405522,63,M,H
211821807,40,F,H
210412779,45,F,H
210511719,36,F,W
212109107,59,F,W
211113453,30,F,H
211015731,22,F,B
210218137,42,M,W
211505364,0,M,W
210506555,26,M,H
210812897,57,M,O
212011898,24,F,W
210320133,39,F,H
210407750,58,M,H
211305018,25,F,H
210215715,47,F,H
210412357,86,M,H
210511942,70,F,B
210311969,52,F,B
211913088,36,F,W
211907717,44,M,H
210307163,31,F,H
210117431,59,F,H
211315991,0,F,H
210609314,51,M,W
212105469,21,F,O
210515159,28,F,H
210404360,63,F,H
211605808,64,M,O
212107501,49,F,W
211904247,45,F,H
211808638,57,F,H
211223986,35,F,H
211804331,26,F,H
212109478,66,F,H
211222299,52,F,B
211705885,70,F,W
210905133,57,F,H
210406377,65,M,H
211613838,44,F,H
212017653,49,F,H
210510835,30,F,B
212015626,35,F,W
211810903,30,F,B
210218774,28,F,H
211306518,49,F,H
211204302,66,F,B
211214202,35,X,X
212006559,30,F,H
210408483,37,F,H
211819949,18,F,H
212008374,20,F,A
211705655,51,F,H
212111098,32,F,H
211207852,33,F,H
212014194,69,F,O
211313178,62,F,H
211914874,59,F,H
210513564,44,F,H
210106010,39,M,B
210406081,77,F,H
210715541,55,F,H
212108316,29,F,H
210120532,40,F,H
210511423,38,F,B
211908426,30,F,H
212111309,65,M,H
212116080,30,F,W
221704241,38,F,W
210120343,40,F,H
211111050,84,F,H
210306348,28,F,H
210504575,38,F,O
212114910,27,F,H
210308516,22,F,H
212010229,49,F,H
211909898,35,F,H
210310386,27,F,B
211710116,66,F,H
211405689,58,F,H
210315361,47,M,H
210411346,24,M,B
210207030,52,F,O
210816581,49,F,O
211705083,22,F,H
210412936,63,F,H
210512261,28,F,H
211819632,56,F,H
212117588,52,M,W
210618829,46,M,A
211108124,53,F,B
210913954,57,F,W
210709733,28,F,W
211913584,42,F,H
212104287,56,F,W
210315058,32,F,B
211222931,39,F,H
210313631,63,F,B
211713183,81,M,W
210505276,28,F,H
211906760,25,M,H
211910456,49,F,B
211310231,25,F,H
212112624,43,F,O
210414924,69,M,H
211907612,32,M,W
210412355,30,F,H
211812677,70,M,O
210407903,46,F,H
220804400,22,M,H
210509236,38,M,W
210504072,60,M,H
210411803,71,M,H
210511556,26,F,H
211814499,29,M,H
212112578,77,M,W
210514838,42,F,W
210304821,28,M,O
210508318,38,M,H
210513437,41,M,H
211716046,30,F,H
211913694,59,F,H
210406583,42,F,H
212111208,32,F,H
211711189,29,M,H
210608373,42,F,H
210607966,44,F,W
220505289,42,F,H
211106905,61,M,W
211809210,41,F,H
210509327,25,F,H
210708055,51,F,W
211704262,41,M,W
210410767,65,F,H
210618834,24,F,W
211413290,44,F,O
210111408,44,F,B
211416980,66,M,W
211913622,35,F,H
210313333,26,F,H
210615061,27,F,F
210313733,29,F,B
210312800,28,F,B
212014072,24,F,H
210516643,22,M,H
211313332,43,M,H
211913547,48,M,H
210504883,36,F,H
210107287,32,F,B
210513312,67,F,B
210517037,39,F,H
211416223,48,M,H
210705999,36,M,O
211309653,27,F,H
211708789,34,F,H
210613213,62,M,W
210900565,38,M,B
210308508,40,F,B
212017069,53,M,W
211319485,29,F,H
212114939,44,F,H
222011356,24,F,H
210206099,52,F,H
212011807,35,F,H
212110283,43,F,H
211508644,27,F,W
210912050,22,F,H
211907690,53,F,H
210415356,0,M,H
210905163,48,F,H
211605807,58,F,O
211015143,21,F,B
210619600,48,M,H
211111468,35,F,H
210808399,56,M,W
210511581,36,F,W
211810863,39,F,H
211604421,41,F,H
212015755,45,M,W
211712235,24,F,B
210916251,33,F,W
210508501,66,M,W
211911735,36,F,O
210106807,60,F,B
211313023,39,F,H
210413744,31,M,H
211311119,28,F,H
211819997,41,F,H
210507859,32,F,H
211308141,27,F,H
211914613,41,F,H
210514398,50,F,H
211224095,31,F,B
211310411,49,F,H
211810298,41,F,B
210314199,28,F,B
211205866,32,F,B
210207663,26,F,O
210709686,53,M,W
211811361,46,F,H
211417398,39,M,W
211005909,54,F,H
210406940,35,F,H
210515634,39,F,H
210507003,54,M,H
211715021,68,F,W
210910390,42,F,H
212115004,20,F,W
210513070,52,F,H
212109477,73,M,H
210206249,47,F,O
210713177,27,F,H
210512092,57,F,H
210217333,42,M,O
210517009,0,M,W
210705119,35,M,W
210610415,0,F,B
210311800,49,F,H
211319484,39,F,B
211308271,44,F,H
210504206,21,F,H
210507085,54,F,H
211106732,36,F,H
211915507,48,M,H
210413908,43,F,H
211914908,26,F,H
210320364,38,M,H
210109528,33,F,B
211916621,50,F,H
211819209,25,F,B
210620304,65,F,A
211304800,46,F,H
211311138,43,F,H
211109677,0,M,X
210515359,26,F,B
210310961,59,F,H
211705774,70,F,W
211706598,0,X,X
212011657,0,X,X
211614272,64,F,H
211211475,42,F,H
211912433,37,M,W
211804417,44,F,B
211710390,45,M,B
211518985,37,F,O
211606630,26,F,H
211104168,55,F,W
210710554,35,M,W
211008907,47,F,B
210508573,66,M,H
211107151,28,F,H
212110600,62,M,H
211112151,30,F,H
210512453,21,F,H
210717242,57,M,H
210717105,2,M,H
211415550,0,M,X
210517075,29,F,H
211709849,29,M,H
210407845,39,F,H
210408549,39,F,H
210807067,42,F,W
210917611,25,F,H
211807078,40,F,H
211216403,0,M,H
211709375,25,F,H
211223565,41,F,B
212116528,25,F,O
211314895,23,M,H
211808738,29,F,H
211812627,52,F,H
211809505,52,F,H
210315579,18,F,H
211113941,47,M,H
211215409,26,F,W
210916260,57,F,H
211804762,22,F,H
211712234,59,F,O
211807759,55,M,H
211809049,41,F,B
212106529,72,M,H
210412676,55,M,B
211706495,0,M,H
211217675,43,F,H
210516762,19,F,H
211309393,46,F,B
211107470,61,M,O
211112153,81,F,W
212117010,59,F,W
210516212,33,M,W
211313461,21,F,H
211221380,45,F,H
210313705,75,F,H
212108314,60,F,H
210415087,36,F,H
211421379,71,F,W
210918024,36,F,H
211112557,52,F,H
210911762,36,F,O
210300647,27,F,H
212001046,39,M,O
211313551,36,F,H
211613423,58,M,O
210712808,0,F,H
212007195,38,F,H
211111799,38,F,H
211611435,52,F,H
211904259,40,F,H
210516416,43,F,H
210508267,78,F,B
211011955,22,F,H
212009710,52,M,W
211318601,60,F,H
211800586,53,M,H
211111732,44,F,W
211907544,25,F,H
211710582,76,F,W
210117697,33,F,B
211318542,28,F,H
211009235,31,M,O
210516252,33,F,W
210709984,32,F,W
210908032,31,H,H
212106285,50,M,W
211110411,28,M,H
210507198,39,F,H
211306554,23,M,B
210317361,18,F,H
210405064,60,F,H
211821960,38,F,H
212107203,44,F,H
210215393,72,F,B
210911725,39,M,B
211904994,59,M,W
210510582,66,F,B
211815015,32,F,B
211319322,28,F,H
211710084,27,M,W
210413558,80,M,H
211705840,41,M,W
210408344,29,M,H
210317481,69,F,B
210915164,48,F,O
210904465,59,F,B
210408614,37,F,H
210514988,52,F,H
210906055,23,F,H
211906637,50,F,W
211208760,39,F,B
210904650,57,F,H
211417587,43,F,W
211422094,55,M,H
210508479,22,F,H
211315015,36,F,B
210514708,50,F,H
210706031,50,F,H
210705842,36,F,W
211406423,50,F,B
211712093,71,M,H
212111553,48,F,W
210412756,50,F,H
211114916,28,F,H
210311949,52,F,B
211914484,34,F,H
211104946,60,M,H
210413472,64,F,H
210413554,70,F,H
212015081,29,F,W
210307537,59,F,B
210315811,18,F,H
211916831,5,F,H
210807622,38,F,B
210716773,39,F,W
210509144,32,F,H
211210015,25,F,H
211912531,40,F,H
210104991,49,F,B
211221496,0,F,B
210313033,52,F,B
212004348,37,F,H
212108939,51,F,W
210411323,24,F,B
210706812,37,F,B
210507742,69,F,H
211906818,32,F,H
210516951,0,F,O
210416226,29,F,H
210608400,42,F,H
211112184,63,F,H
210613278,84,M,W
212116271,21,F,H
210517353,37,M,H
211213147,70,F,B
210120972,27,F,B
211821820,57,M,B
211313537,62,F,H
210904942,33,F,W
211509906,40,F,O
210916463,55,F,W
211221236,40,F,B
211822270,58,F,H
211016131,47,M,O
