DR_NO,AREA,AREA NAME,Rpt Dist No,LOCATION,Cross Street,LAT,LON,,,,,,,,,,,,,,,
201813196,18,Southeast,1827,CENTURY,ANZAC,33.9457,-118.2379,,,,,,,,,,,,,,,
201815019,18,Southeast,1861,11500 S VERMONT AV,,33.9296,-118.2916,,,,,,,,,,,,,,,
201204345,12,77th Street,1218,800 W 56TH ST,,33.9915,-118.2871,,,,,,,,,,,,,,,
200614292,6,Hollywood,676,5900 GREGORY AV,,34.0862,-118.3266,,,,,,,,,,,,,,,
200105262,1,Central,152,600 W 6TH ST,,34.0488,-118.2553,,,,,,,,,,,,,,,
201212197,12,77th Street,1232,SLAUSON,CRENSHAW,33.989,-118.3308,,,,,,,,,,,,,,,
201216499,12,77th Street,1215,1200 W 57TH ST,,33.9909,-118.3002,,,,,,,,,,,,,,,
200400775,4,Hollenbeck,438,5300 ITHACA AV,,34.0759,-118.171,,,,,,,,,,,,,,,
201000813,10,West Valley,1005,7600 LINDLEY AV,,34.2084,-118.5273,,,,,,,,,,,,,,,
200316339,3,Southwest,361,STEVELY AV,PINAFORE,34.0149,-118.3536,,,,,,,,,,,,,,,
200515592,5,Harbor,525,D ST,AVALON,33.7742,-118.262,,,,,,,,,,,,,,,
200211627,2,Rampart,204,900 EDGECLIFFE DR,,34.0863,-118.2806,,,,,,,,,,,,,,,
201214508,12,77th Street,1239,5800 BONSALLO AV,,33.9875,-118.286,,,,,,,,,,,,,,,
200317881,3,Southwest,329,500 W 27TH ST,,34.0267,-118.2752,,,,,,,,,,,,,,,
201821443,18,Southeast,1802,9100 S FIGUEROA ST,,33.9535,-118.2827,,,,,,,,,,,,,,,
201411567,14,Pacific,1488,5700 W CENTURY BL,,33.9456,-118.3797,,,,,,,,,,,,,,,
200409475,4,Hollenbeck,462,500 S BOYLE AV,,34.0415,-118.2196,,,,,,,,,,,,,,,
201114170,11,Northeast,1126,5300 YORK BL,,34.1202,-118.2,,,,,,,,,,,,,,,
200401153,4,Hollenbeck,478,FRESNO,OREGON,34.0302,-118.2043,,,,,,,,,,,,,,,
201910104,19,Mission,1918,13700 SAYRE ST,,34.3105,-118.4334,,,,,,,,,,,,,,,
200310473,3,Southwest,311,ADAMS BL,RIDGELEY DR,34.0325,-118.3613,,,,,,,,,,,,,,,
200405852,4,Hollenbeck,415,300 E AVENUE 26,,34.0765,-118.2131,,,,,,,,,,,,,,,
202017465,20,Olympic,2034,8TH ST,NORMANDIE,34.0577,-118.2998,,,,,,,,,,,,,,,
200200723,2,Rampart,202,4300 NORMAL AV,,34.0888,-118.2881,,,,,,,,,,,,,,,
201820353,18,Southeast,1821,700 W CENTURY BL,,33.9455,-118.2875,,,,,,,,,,,,,,,
202015121,20,Olympic,2033,800 S OXFORD AV,,34.0573,-118.3078,,,,,,,,,,,,,,,
200115813,1,Central,154,500 S SPRING ST,,34.0468,-118.2502,,,,,,,,,,,,,,,
200511874,5,Harbor,563,600 W 15TH ST,,33.7306,-118.2906,,,,,,,,,,,,,,,
200208412,2,Rampart,217,BELLEVUE,GLENDALE,34.0727,-118.2637,,,,,,,,,,,,,,,
200910035,9,Van Nuys,985,4600 TILDEN AV,,34.1552,-118.4476,,,,,,,,,,,,,,,
200208380,2,Rampart,203,4100 MARATHON ST,,34.0846,-118.2892,,,,,,,,,,,,,,,
201320442,13,Newton,1307,1000 E 7TH ST,,34.0387,-118.2439,,,,,,,,,,,,,,,
201711313,17,Devonshire,1762,9500 DE SOTO AV,,34.2427,-118.5886,,,,,,,,,,,,,,,
200209322,2,Rampart,245,600 S CORONADO ST,,34.061,-118.2811,,,,,,,,,,,,,,,
200400774,4,Hollenbeck,402,4600 GRIFFIN AV,,34.0969,-118.2021,,,,,,,,,,,,,,,
200600577,6,Hollywood,644,7100 W SUNSET BL,,34.098,-118.3441,,,,,,,,,,,,,,,
200409465,4,Hollenbeck,437,2000 JONES AV,,34.0653,-118.1871,,,,,,,,,,,,,,,
200616134,6,Hollywood,659,5100 W SUNSET BL,,34.0981,-118.301,,,,,,,,,,,,,,,
200110540,1,Central,157,STANFORD,6TH ST,34.0408,-118.2428,,,,,,,,,,,,,,,
201808708,18,Southeast,1822,99TH ST,MAIN ST,33.9465,-118.2739,,,,,,,,,,,,,,,
201908253,19,Mission,1984,8600 WILLIS AV,,34.2265,-118.4553,,,,,,,,,,,,,,,
200412921,4,Hollenbeck,408,3700 ROSEMEAD AV,,34.0872,-118.176,,,,,,,,,,,,,,,
200414097,4,Hollenbeck,417,4000 N MISSION RD,,34.0794,-118.1974,,,,,,,,,,,,,,,
201204901,12,77th Street,1239,5800 BONSALLO AV,,33.9883,-118.2859,,,,,,,,,,,,,,,
200813245,8,West LA,808,1300 LAUREL WY,,34.0981,-118.4179,,,,,,,,,,,,,,,
200411777,4,Hollenbeck,445,2000 MARENGO ST,,34.057,-118.2082,,,,,,,,,,,,,,,
201600669,16,Foothill,1657,10100 TUJUNGA CANYON BL,,34.2501,-118.2859,,,,,,,,,,,,,,,
201111132,11,Northeast,1162,1100 N HOOVER ST,,34.0912,-118.2844,,,,,,,,,,,,,,,
200509216,5,Harbor,529,A,AVALON,33.7753,-118.2456,,,,,,,,,,,,,,,
200509846,5,Harbor,517,L ST,LAKME,33.7869,-118.2599,,,,,,,,,,,,,,,
201206730,12,77th Street,1268,100 W 85TH ST,,33.9616,-118.2739,,,,,,,,,,,,,,,
200909195,9,Van Nuys,941,5700 N SEPULVEDA BL,,34.174,-118.4662,,,,,,,,,,,,,,,
201917493,19,Mission,1918,BROMONT AV,MACLAY,34.2973,-118.4222,,,,,,,,,,,,,,,
201013242,10,West Valley,1004,18300 SATICOY ST,,34.2146,-118.5317,,,,,,,,,,,,,,,
200408585,4,Hollenbeck,402,4600 GRIFFIN AV,,34.0969,-118.2021,,,,,,,,,,,,,,,
201205803,12,77th Street,1239,700 W SLAUSON AV,,33.9892,-118.2859,,,,,,,,,,,,,,,
201106139,11,Northeast,1133,3100 PERLITA AV,,34.1117,-118.2498,,,,,,,,,,,,,,,
201913730,19,Mission,1993,7900 SALOMA AV,,34.2146,-118.4593,,,,,,,,,,,,,,,
201608004,16,Foothill,1678,8900 MORNING GLOW WY,,34.2334,-118.3453,,,,,,,,,,,,,,,
200704600,7,Wilshire,732,WILSHIRE,CRESCENT HEIGHTS,34.0634,-118.3653,,,,,,,,,,,,,,,
201412660,14,Pacific,1413,VENICE,ABBOT KINNEY,33.9956,-118.4722,,,,,,,,,,,,,,,
200218982,2,Rampart,251,500 S RAMPART BL,,34.0644,-118.28,,,,,,,,,,,,,,,
201321226,13,Newton,1341,37TH ST,HOPE ST,34.0173,-118.2799,,,,,,,,,,,,,,,
200509299,5,Harbor,531,1300 W ANAHEIM ST,,33.7866,-118.3044,,,,,,,,,,,,,,,
201319646,13,Newton,1303,STANFORD,11TH ST,34.0329,-118.2493,,,,,,,,,,,,,,,
200511706,5,Harbor,504,20300 HARVARD BL,,33.8457,-118.3066,,,,,,,,,,,,,,,
200208938,2,Rampart,271,ALVARADO,OLYMPIC,34.0517,-118.2798,,,,,,,,,,,,,,,
201509080,15,N Hollywood,1547,TUJUNGA,MAGNOLIA,34.1649,-118.379,,,,,,,,,,,,,,,
200415184,4,Hollenbeck,421,AVENUE 20,MAIN ST,34.066,-118.2181,,,,,,,,,,,,,,,
200300932,3,Southwest,316,ADAMS,NORMANDIE,34.0327,-118.3002,,,,,,,,,,,,,,,
201513618,15,N Hollywood,1524,LAUREL CANYON BL,HAMLIN ST,34.1885,-118.3965,,,,,,,,,,,,,,,
201008981,10,West Valley,1001,7700 WILBUR AV,,34.2102,-118.5448,,,,,,,,,,,,,,,
201705073,17,Devonshire,1797,HAYVENHURST,PARTHENIA,34.2285,-118.4939,,,,,,,,,,,,,,,
200111830,1,Central,155,200 E 6TH ST,,34.0448,-118.2474,,,,,,,,,,,,,,,
202012603,20,Olympic,2099,1900 ARAPAHOE ST,,34.0383,-118.2848,,,,,,,,,,,,,,,
201304677,13,Newton,1307,7TH ST,CERES ST,34.0377,-118.2425,,,,,,,,,,,,,,,
200122289,1,Central,192,300 W WASHINGTON BL,,34.0338,-118.2706,,,,,,,,,,,,,,,
201207654,12,77th Street,1265,83RD ST,HALLDALE AV,33.9637,-118.3025,,,,,,,,,,,,,,,
200321626,3,Southwest,321,5600 W JEFFERSON BL,,34.0258,-118.3668,,,,,,,,,,,,,,,
202112245,21,Topanga,2138,20400 SHERMAN WY,,34.2011,-118.5794,,,,,,,,,,,,,,,
200212586,2,Rampart,256,1900 WILSHIRE BL,,34.0569,-118.2736,,,,,,,,,,,,,,,
200106735,1,Central,135,300 S LOS ANGELES ST,,34.0495,-118.2458,,,,,,,,,,,,,,,
201215846,12,77th Street,1265,VERMONT AV,MANCHESTER AV,33.96,-118.2918,,,,,,,,,,,,,,,
200616889,6,Hollywood,643,7100 W SUNSET BL,,34.1007,-118.3494,,,,,,,,,,,,,,,
202014517,20,Olympic,2027,3300 W 6TH ST,,34.0636,-118.2947,,,,,,,,,,,,,,,
201605508,16,Foothill,1633,DRONFIELD,OSBORNE,34.2725,-118.3988,,,,,,,,,,,,,,,
201812141,18,Southeast,1802,200 W 88TH PL,,33.9565,-118.2761,,,,,,,,,,,,,,,
200210509,2,Rampart,269,1500 W 7TH ST,,34.0531,-118.2694,,,,,,,,,,,,,,,
201311777,13,Newton,1352,4300 WALL ST,,34.0048,-118.2717,,,,,,,,,,,,,,,
201509507,15,N Hollywood,1516,6600 FARMDALE AV,,34.1903,-118.3812,,,,,,,,,,,,,,,
201216463,12,77th Street,1248,64TH ST,VERMONT AV,33.981,-118.2914,,,,,,,,,,,,,,,
201819900,18,Southeast,1862,300 W 118TH PL,,33.9256,-118.2782,,,,,,,,,,,,,,,
200115511,1,Central,156,500 S SAN PEDRO ST,,34.0437,-118.2455,,,,,,,,,,,,,,,
201311886,13,Newton,1362,51ST,AVALON BL,33.9966,-118.2652,,,,,,,,,,,,,,,
200504995,5,Harbor,521,1800 BOLKER PL,,33.7618,-118.2965,,,,,,,,,,,,,,,
201216307,12,77th Street,1239,500 W 62ND ST,,33.9863,-118.2881,,,,,,,,,,,,,,,
201217341,12,77th Street,1259,900 E 75TH ST,,33.9721,-118.2586,,,,,,,,,,,,,,,
200308564,3,Southwest,375,3800 S WESTERN AV,,34.0146,-118.313,,,,,,,,,,,,,,,
200318970,3,Southwest,379,1000 W MARTIN LUTHER KING JR BL,,34.0145,-118.2937,,,,,,,,,,,,,,,
200304165,3,Southwest,334,CRENSHAW BL,JEFFERSON BL,34.0256,-118.3351,,,,,,,,,,,,,,,
201317533,13,Newton,1351,MARTIN LUTHER KING JR BL,BROADWAY,34.0111,-118.2783,,,,,,,,,,,,,,,
202000610,20,Olympic,2011,MANHATTAN PL,3RD ST,34.069,-118.3104,,,,,,,,,,,,,,,
200710027,7,Wilshire,722,100 N CROFT AV,,34.0745,-118.3742,,,,,,,,,,,,,,,
200512038,5,Harbor,529,700 FLINT AV,,33.7792,-118.2494,,,,,,,,,,,,,,,
201209209,12,77th Street,1218,700 W 57TH ST,,33.9905,-118.2856,,,,,,,,,,,,,,,
201914935,19,Mission,1921,15700 COBALT ST,,34.3014,-118.4758,,,,,,,,,,,,,,,
201217730,12,77th Street,1235,HALLDALE AV,GAGE AV,33.9862,-118.3002,,,,,,,,,,,,,,,
201805753,18,Southeast,1822,103RD ST,BROADWAY,33.9428,-118.2781,,,,,,,,,,,,,,,
201907410,19,Mission,1987,8800 WOODMAN AV,,34.2269,-118.4394,,,,,,,,,,,,,,,
202004701,20,Olympic,2044,3300 W 8TH ST,,34.0577,-118.3009,,,,,,,,,,,,,,,
200318276,3,Southwest,354,3600 10TH AV,,34.0213,-118.3284,,,,,,,,,,,,,,,
201812643,18,Southeast,1824,700 E 94TH ST,,33.9511,-118.263,,,,,,,,,,,,,,,
201514542,15,N Hollywood,1549,CHANDLER AV,LANKERSHIM,34.1689,-118.3771,,,,,,,,,,,,,,,
200116743,1,Central,134,4TH,SPRING,34.0492,-118.2488,,,,,,,,,,,,,,,
200905762,9,Van Nuys,916,13900 SHERMAN WY,,34.2012,-118.4356,,,,,,,,,,,,,,,
201712490,17,Devonshire,1765,WILBUR AV,LASSEN ST,34.25,-118.5448,,,,,,,,,,,,,,,
201224143,12,77th Street,1245,NORMANDIE AV,GAGE AV,33.9824,-118.3003,,,,,,,,,,,,,,,
202116572,21,Topanga,2149,19700 SHERMAN WY,,34.201,-118.5631,,,,,,,,,,,,,,,
200411373,4,Hollenbeck,453,BAILEY ST,PENNSYLVANIA ST,34.048,-118.2181,,,,,,,,,,,,,,,
201307805,13,Newton,1375,1100 E 53RD ST,,33.9948,-118.2565,,,,,,,,,,,,,,,
200111548,1,Central,164,100 E 7TH ST,,34.0446,-118.2507,,,,,,,,,,,,,,,
200109815,1,Central,111,101 FWY,LOS ANGELES ST,34.0615,-118.2412,,,,,,,,,,,,,,,
202016692,20,Olympic,2004,300 N HARVARD BL,,34.0799,-118.3068,,,,,,,,,,,,,,,
200406961,4,Hollenbeck,464,CHICAGO,CESAR E CHAVEZ,34.0479,-118.2102,,,,,,,,,,,,,,,
212114885,21,Topanga,2138,20600 SATICOY ST,,34.2084,-118.5824,,,,,,,,,,,,,,,
211507539,15,N Hollywood,1547,BECK,BURBANK,34.1722,-118.3834,,,,,,,,,,,,,,,
201413895,14,Pacific,1416,12900 WARREN AV,,34.01,-118.4497,,,,,,,,,,,,,,,998
200112842,1,Central,166,600 SAN JULIAN ST,,34.0428,-118.2461,,,,,,,,,,,,,,,
201301193,13,Newton,1351,200 W 42ND PL,,34.0065,-118.2775,,,,,,,,,,,,,,,
200713559,7,Wilshire,759,3800 COUNTRY CLUB DR,,34.0514,-118.3206,,,,,,,,,,,,,,,
200321023,3,Southwest,325,S VERMONT AV,W 29TH ST,34.0287,-118.2915,,,,,,,,,,,,,,,
201605477,16,Foothill,1621,HADDON,VAN NUYS,34.2612,-118.4288,,,,,,,,,,,,,,,
200515725,5,Harbor,507,225TH,HALLDALE,33.8222,-118.3015,,,,,,,,,,,,,,,
201224183,12,77th Street,1273,91ST ST,WESTERN AV,33.9545,-118.309,,,,,,,,,,,,,,,
201819050,18,Southeast,1844,108TH ST,AVALON BL,33.9383,-118.2652,,,,,,,,,,,,,,,
200913836,9,Van Nuys,932,15000 FRIAR ST,,34.1857,-118.4598,,,,,,,,,,,,,,,
200204309,2,Rampart,247,6TH ST,UNION AV,34.0579,-118.2711,,,,,,,,,,,,,,,
200319964,3,Southwest,332,30TH ST,POTOMAC AV,34.0276,-118.345,,,,,,,,,,,,,,,
201806595,18,Southeast,1802,88TH,FIGUEROA,33.9574,-118.2827,,,,,,,,,,,,,,,
202009296,20,Olympic,2023,300 S SERRANO AV,,34.069,-118.3066,,,,,,,,,,,,,,,
200811226,8,West LA,834,10500 EASTBORNE AV,,34.0554,-118.4292,,,,,,,,,,,,,,,
201222299,12,77th Street,1207,4700 S VERMONT AV,,33.9996,-118.2915,,,,,,,,,,,,,,,
201817585,18,Southeast,1804,8700 S CENTRAL AV,,33.9583,-118.2564,,,,,,,,,,,,,,,
201807612,18,Southeast,1846,11300 COMPTON AV,,33.9323,-118.2502,,,,,,,,,,,,,,,
202014497,20,Olympic,2097,1800 CORDOVA ST,,34.0391,-118.2984,,,,,,,,,,,,,,,
201312995,13,Newton,1327,COMPTON AV,23RD ST,34.0167,-118.2463,,,,,,,,,,,,,,,
201500546,15,N Hollywood,1521,13200 GAULT ST,,34.1994,-118.4203,,,,,,,,,,,,,,,
201108939,11,Northeast,1118,N AVENUE 56,ASH ST,34.114,-118.1949,,,,,,,,,,,,,,,
200809037,8,West LA,833,VETERAN AV,WILSHIRE BL,34.0578,-118.4477,,,,,,,,,,,,,,,
201106177,11,Northeast,1162,1300 N VERMONT AV,,34.0956,-118.2918,,,,,,,,,,,,,,,
201713121,17,Devonshire,1785,9100 YOLANDA AV,,34.2355,-118.5405,,,,,,,,,,,,,,,
200909637,9,Van Nuys,946,13700 OXNARD ST,,34.1794,-118.4319,,,,,,,,,,,,,,,
201400503,14,Pacific,1469,6900 LA TIJERA BL,,33.9761,-118.3732,,,,,,,,,,,,,,,
200613815,6,Hollywood,636,6700 YUCCA ST,,34.1032,-118.3374,,,,,,,,,,,,,,,
200209092,2,Rampart,218,700 ECHO PARK AV,,34.0711,-118.2599,,,,,,,,,,,,,,,
202112778,21,Topanga,2185,VENTURA BL,TOPANGA CANYON BL,34.1685,-118.6058,,,,,,,,,,,,,,,
200315755,3,Southwest,362,3900 NICOLET AV,,34.0158,-118.3509,,,,,,,,,,,,,,,
202011439,20,Olympic,2063,HOBART BL,PICO BL,34.0472,-118.3052,,,,,,,,,,,,,,,
201309221,13,Newton,1395,6600 AVALON BL,,33.9797,-118.2652,,,,,,,,,,,,,,,
201225876,12,77th Street,1255,78TH ST,HALLDALE AV,33.9691,-118.3025,,,,,,,,,,,,,,,
200611646,6,Hollywood,648,5400 HOLLYWOOD BL,,34.1017,-118.3072,,,,,,,,,,,,,,,
200714394,7,Wilshire,788,4000 W WASHINGTON BL,,34.0399,-118.3273,,,,,,,,,,,,,,,
201816377,12,77th Street,1232,CRENSHAW BL,60TH ST,33.9854,-118.3309,,,,,,,,,,,,,,,
201114314,11,Northeast,1115,2100 FAIR PARK AV,,34.1358,-118.2135,,,,,,,,,,,,,,,
201223859,12,77th Street,1255,NORMANDIE,76TH ST,33.971,-118.3003,,,,,,,,,,,,,,,
201818640,18,Southeast,1801,9000 BARING CROSS ST,,33.9542,-118.2893,,,,,,,,,,,,,,,
200206687,2,Rampart,271,HOOVER,CARONDELET,34.0524,-118.2842,,,,,,,,,,,,,,,
201217943,12,77th Street,1258,200 E 74TH ST,,33.973,-118.2713,,,,,,,,,,,,,,,
201609799,16,Foothill,1663,9100 TELFAIR AV,,34.2348,-118.395,,,,,,,,,,,,,,,
201112570,11,Northeast,1174,2400 VALLEY VIEW DR,,34.0913,-118.2467,,,,,,,,,,,,,,,
200715957,7,Wilshire,702,700 N MARTEL AV,,34.0836,-118.3511,,,,,,,,,,,,,,,
201510471,15,N Hollywood,1529,10600 OXNARD ST,,34.1829,-118.365,,,,,,,,,,,,,,,
200911963,9,Van Nuys,901,SATICOY,SANTA MONICA FY,34.2085,-118.4698,,,,,,,,,,,,,,,
201226751,12,77th Street,1267,83RD ST,FIGUEROA ST,33.9632,-118.2827,,,,,,,,,,,,,,,
200211713,2,Rampart,245,2200 W 6TH ST,,34.0601,-118.2761,,,,,,,,,,,,,,,
202015484,20,Olympic,2033,JAMES M WOOD BL,HOBART BL,34.0559,-118.3053,,,,,,,,,,,,,,,
200304349,3,Southwest,399,PASADENA FY,MARTIN LUTHER KING JR BL,34.0075,-118.2819,,,,,,,,,,,,,,,
201115463,11,Northeast,1117,EAGLE ROCK BL,RIDGEVIEW,34.131,-118.2164,,,,,,,,,,,,,,,
200218754,2,Rampart,269,800 S UNION AV,,34.052,-118.2724,,,,,,,,,,,,,,,
200300937,3,Southwest,379,1000 W MARTIN LUTHER KING JR BL,,34.0145,-118.2937,,,,,,,,,,,,,,,
201213936,12,77th Street,1245,6400 S DENKER AV,,33.9806,-118.3046,,,,,,,,,,,,,,,
200314014,3,Southwest,395,DENKER AV,42ND ST,34.0061,-118.3046,,,,,,,,,,,,,,,
202012944,20,Olympic,2046,800 S NEW HAMPSHIRE AV,,34.0573,-118.2929,,,,,,,,,,,,,,,
201605765,16,Foothill,1621,LAUREL CANYON BL,VAN NUYS BL,34.2595,-118.4329,,,,,,,,,,,,,,,
201219612,12,77th Street,1269,300 E 84TH PL,,33.9619,-118.2673,,,,,,,,,,,,,,,
201221286,12,77th Street,1235,NORMANDIE,59TH PL,33.9867,-118.3002,,,,,,,,,,,,,,,
201908006,19,Mission,1991,15400 CABRITO RD,,34.2166,-118.4682,,,,,,,,,,,,,,,
202000501,20,Olympic,2026,VERMONT AV,3RD ST,34.0691,-118.2916,,,,,,,,,,,,,,,
202015519,20,Olympic,2042,9TH ST,WESTERN,34.0559,-118.3091,,,,,,,,,,,,,,,
201210884,12,77th Street,1268,200 E 79TH ST,,33.9679,-118.2717,,,,,,,,,,,,,,,
200117035,1,Central,156,500 SAN JULIAN ST,,34.0429,-118.2462,,,,,,,,,,,,,,,
202108549,21,Topanga,2139,7500 WINNETKA AV,,34.2059,-118.571,,,,,,,,,,,,,,,
200314630,3,Southwest,361,4900 AUGUST ST,,34.0173,-118.3528,,,,,,,,,,,,,,,
200110412,1,Central,111,900 N BROADWAY,,34.0615,-118.2412,,,,,,,,,,,,,,,
202113099,21,Topanga,2134,22100 LEADWELL ST,,34.2037,-118.6081,,,,,,,,,,,,,,,
200905136,9,Van Nuys,948,BUSWAY,OXNARD ST,34.1725,-118.4268,,,,,,,,,,,,,,,
200400541,4,Hollenbeck,487,1100 S MOTT ST,,34.0284,-118.2158,,,,,,,,,,,,,,,
200320972,3,Southwest,392,4500 5TH AV,,34.0013,-118.3225,,,,,,,,,,,,,,,
201512005,15,N Hollywood,1569,4400 CAHUENGA BL,,34.1504,-118.3615,,,,,,,,,,,,,,,
201111284,11,Northeast,1177,2600 PEPPER AV,,34.0892,-118.2264,,,,,,,,,,,,,,,
201205238,12,77th Street,1203,WESTERN,49TH ST,33.9992,-118.3089,,,,,,,,,,,,,,,
200505287,5,Harbor,515,800 W PACIFIC COAST HY,,33.7948,-118.2694,,,,,,,,,,,,,,,
200714271,7,Wilshire,722,LA CIENEGA BL,3RD ST,34.0734,-118.3765,,,,,,,,,,,,,,,
202012737,20,Olympic,2069,1000 MENLO AV,,34.0508,-118.2907,,,,,,,,,,,,,,,
200507337,5,Harbor,567,2000 S CRESCENT AV,,33.7289,-118.2846,,,,,,,,,,,,,,,
200117469,1,Central,154,6TH,MAIN ST,34.0453,-118.2499,,,,,,,,,,,,,,,
201201005,12,77th Street,1218,900 W 53RD ST,,33.9942,-118.2884,,,,,,,,,,,,,,,
201808400,18,Southeast,1851,132ND ST,VERMONT,33.9123,-118.2916,,,,,,,,,,,,,,,
201813091,18,Southeast,1841,800 W 105TH ST,,33.9407,-118.2911,,,,,,,,,,,,,,,
202016460,20,Olympic,2029,400 S VIRGIL AV,,34.0663,-118.2871,,,,,,,,,,,,,,,
201715353,17,Devonshire,1797,NORDHOFF ST,HAYVENHURST AV,34.2357,-118.4938,,,,,,,,,,,,,,,
200206055,2,Rampart,245,2500 WILSHIRE BL,,34.0601,-118.2805,,,,,,,,,,,,,,,
201900814,19,Mission,1983,8500 COLUMBUS AV,,34.2246,-118.4654,,,,,,,,,,,,,,,
201217419,12,77th Street,1218,5400 S VERMONT AV,,33.9923,-118.2915,,,,,,,,,,,,,,,
200216221,2,Rampart,245,300 S ALVARADO ST,,34.061,-118.2775,,,,,,,,,,,,,,,
201216496,12,77th Street,1215,1200 W 57TH ST,,33.9909,-118.3002,,,,,,,,,,,,,,,
201317894,13,Newton,1303,1000 WALL ST,,34.0365,-118.2542,,,,,,,,,,,,,,,
200615668,6,Hollywood,636,6500 YUCCA ST,,34.1039,-118.3318,,,,,,,,,,,,,,,
200611522,6,Hollywood,637,VISTA DEL MAR ST,CARLOS,34.1028,-118.3245,,,,,,,,,,,,,,,
200414457,4,Hollenbeck,473,600 S BREED ST,,34.037,-118.2157,,,,,,,,,,,,,,,
200518321,5,Harbor,532,L ST,GULF AV,33.7865,-118.2734,,,,,,,,,,,,,,,
201421032,14,Pacific,1431,VISTA DEL MAR,IMPERIAL,33.988,-118.4703,,,,,,,,,,,,,,,
200806587,8,West LA,839,10200 SANTA MONICA BL,,34.0605,-118.4193,,,,,,,,,,,,,,,
200716897,7,Wilshire,701,8300 MELROSE AV,,34.0837,-118.3707,,,,,,,,,,,,,,,
210713273,7,Wilshire,701,ROMAINE,LA CIENEGA,34.0888,-118.3764,,,,,,,,,,,,,,,
200400817,4,Hollenbeck,478,LORENA ST,WHITTIER BL,34.0283,-118.201,,,,,,,,,,,,,,,
201218289,12,77th Street,1249,6500 DENVER AV,,33.9795,-118.2838,,,,,,,,,,,,,,,
200115185,1,Central,162,8TH ST,HILL,34.0452,-118.2569,,,,,,,,,,,,,,,
200416069,4,Hollenbeck,464,2100 MICHIGAN AV,,34.0462,-118.2114,,,,,,,,,,,,,,,
200713827,7,Wilshire,745,WILSHIRE BL,BURNSIDE AV,34.0623,-118.3498,,,,,,,,,,,,,,,
201709701,17,Devonshire,1756,LASSEN,ZELZAH,34.2504,-118.5233,,,,,,,,,,,,,,,
200506115,5,Harbor,564,4TH ST,MESA ST,33.7406,-118.2857,,,,,,,,,,,,,,,
201805250,18,Southeast,1826,1600 E 103RD ST,,33.9485,-118.2461,,,,,,,,,,,,,,,
201215046,12,77th Street,1259,900 E 74TH ST,,33.973,-118.2586,,,,,,,,,,,,,,,930
200905585,9,Van Nuys,943,14400 BURBANK BL,,34.1721,-118.4463,,,,,,,,,,,,,,,
200105645,1,Central,111,400 N HILL ST,,34.0576,-118.2427,,,,,,,,,,,,,,,
200517963,5,Harbor,566,14TH,GULCH,33.7315,-118.2805,,,,,,,,,,,,,,,
201813326,18,Southeast,1862,200 E 118TH PL,,33.9256,-118.2713,,,,,,,,,,,,,,,
201804414,18,Southeast,1871,700 W 137TH PL,,33.907,-118.2872,,,,,,,,,,,,,,,
201815203,18,Southeast,1821,CENTURY,VERMONT,33.9455,-118.2916,,,,,,,,,,,,,,,
200512219,5,Harbor,529,500 BROAD AV,,33.7756,-118.2608,,,,,,,,,,,,,,,
200110297,1,Central,118,1300 N MAIN ST,,34.0644,-118.232,,,,,,,,,,,,,,,
201900889,19,Mission,1987,8500 MINUET PL,,34.2252,-118.4336,,,,,,,,,,,,,,,
201320983,13,Newton,1383,BROADWAY,SLAUSON,33.9892,-118.2783,,,,,,,,,,,,,,,
201712456,17,Devonshire,1797,16500 NAPA ST,,34.2266,-118.4939,,,,,,,,,,,,,,,
201704781,17,Devonshire,1792,TAMPA AV,ROSCOE BL,34.2228,-118.5536,,,,,,,,,,,,,,,
200310707,3,Southwest,351,5000 RODEO RD,,34.023,-118.351,,,,,,,,,,,,,,,
201909096,19,Mission,1917,13100 BROMONT AV,,34.3097,-118.4365,,,,,,,,,,,,,,,
201508079,15,N Hollywood,1533,5600 GENTRY AV,,34.1722,-118.3932,,,,,,,,,,,,,,,
200400504,4,Hollenbeck,424,DARWIN,THOMAS,34.07,-118.1998,,,,,,,,,,,,,,,
201200789,12,77th Street,1267,700 W 82ND ST,,33.9643,-118.2837,,,,,,,,,,,,,,,
200713833,7,Wilshire,745,1200 S CLOVERDALE AV,,34.0524,-118.3499,,,,,,,,,,,,,,,
200400661,4,Hollenbeck,462,1800 E 5TH ST,,34.0415,-118.2196,,,,,,,,,,,,,,,
200109365,1,Central,164,600 S MAIN ST,,34.0453,-118.2499,,,,,,,,,,,,,,,
200510689,5,Harbor,514,1000 W OPP ST,,33.7823,-118.2744,,,,,,,,,,,,,,,
200415886,4,Hollenbeck,465,INEZ ST,CONCORD ST,34.0339,-118.2012,,,,,,,,,,,,,,,
201218202,12,77th Street,1269,CENTRAL AV,MANCHESTER AV,33.9602,-118.2564,,,,,,,,,,,,,,,
201500553,15,N Hollywood,1548,5300 LANKERSHIM BL,,34.167,-118.3759,,,,,,,,,,,,,,,
201912178,19,Mission,1917,FOOTHILL BL,ASTORIA ST,34.3129,-118.4373,,,,,,,,,,,,,,,
200906094,9,Van Nuys,919,13600 SHERMAN WY,,34.2012,-118.4294,,,,,,,,,,,,,,,
201210709,12,77th Street,1245,1100 W 65TH ST,,33.9805,-118.2937,,,,,,,,,,,,,,,
200406840,4,Hollenbeck,455,700 BREED ST,,34.0522,-118.206,,,,,,,,,,,,,,,
